cenario, mind_load, mind_save, steps
./Cenarios/exp01/exp01-cenario-10x10-055.state, null, trainned_minds/exp01-cenario-10x10-055.state.trainned.mind, 169
./Cenarios/exp01/exp01-cenario-10x10-056.state, null, trainned_minds/exp01-cenario-10x10-056.state.trainned.mind, 107
./Cenarios/exp01/exp01-cenario-10x10-057.state, null, trainned_minds/exp01-cenario-10x10-057.state.trainned.mind, 67
./Cenarios/exp01/exp01-cenario-10x10-058.state, null, trainned_minds/exp01-cenario-10x10-058.state.trainned.mind, 131
./Cenarios/exp01/exp01-cenario-10x10-059.state, null, trainned_minds/exp01-cenario-10x10-059.state.trainned.mind, 221
./Cenarios/exp01/exp01-cenario-10x10-060.state, null, trainned_minds/exp01-cenario-10x10-060.state.trainned.mind, 206
./Cenarios/exp01/exp01-cenario-10x10-061.state, null, trainned_minds/exp01-cenario-10x10-061.state.trainned.mind, 160
./Cenarios/exp01/exp01-cenario-10x10-062.state, null, trainned_minds/exp01-cenario-10x10-062.state.trainned.mind, 188
./Cenarios/exp01/exp01-cenario-10x10-063.state, null, trainned_minds/exp01-cenario-10x10-063.state.trainned.mind, 128
./Cenarios/exp01/exp01-cenario-10x10-064.state, null, trainned_minds/exp01-cenario-10x10-064.state.trainned.mind, 191
./Cenarios/exp01/exp01-cenario-10x10-065.state, null, trainned_minds/exp01-cenario-10x10-065.state.trainned.mind, 134
./Cenarios/exp01/exp01-cenario-10x10-066.state, null, trainned_minds/exp01-cenario-10x10-066.state.trainned.mind, 155
./Cenarios/exp01/exp01-cenario-10x10-067.state, null, trainned_minds/exp01-cenario-10x10-067.state.trainned.mind, 67
./Cenarios/exp01/exp01-cenario-10x10-068.state, null, trainned_minds/exp01-cenario-10x10-068.state.trainned.mind, 100
./Cenarios/exp01/exp01-cenario-10x10-069.state, null, trainned_minds/exp01-cenario-10x10-069.state.trainned.mind, 190
./Cenarios/exp01/exp01-cenario-10x10-070.state, null, trainned_minds/exp01-cenario-10x10-070.state.trainned.mind, 163
./Cenarios/exp01/exp01-cenario-10x10-071.state, null, trainned_minds/exp01-cenario-10x10-071.state.trainned.mind, 140
./Cenarios/exp01/exp01-cenario-10x10-072.state, null, trainned_minds/exp01-cenario-10x10-072.state.trainned.mind, 192
./Cenarios/exp01/exp01-cenario-10x10-073.state, null, trainned_minds/exp01-cenario-10x10-073.state.trainned.mind, 104
./Cenarios/exp01/exp01-cenario-10x10-074.state, null, trainned_minds/exp01-cenario-10x10-074.state.trainned.mind, 144
./Cenarios/exp01/exp01-cenario-10x10-075.state, null, trainned_minds/exp01-cenario-10x10-075.state.trainned.mind, 118
./Cenarios/exp01/exp01-cenario-10x10-076.state, null, trainned_minds/exp01-cenario-10x10-076.state.trainned.mind, 155
./Cenarios/exp01/exp01-cenario-10x10-077.state, null, trainned_minds/exp01-cenario-10x10-077.state.trainned.mind, 212
./Cenarios/exp01/exp01-cenario-10x10-078.state, null, trainned_minds/exp01-cenario-10x10-078.state.trainned.mind, 162
./Cenarios/exp01/exp01-cenario-10x10-079.state, null, trainned_minds/exp01-cenario-10x10-079.state.trainned.mind, 135
./Cenarios/exp01/exp01-cenario-10x10-080.state, null, trainned_minds/exp01-cenario-10x10-080.state.trainned.mind, 170
./Cenarios/exp01/exp01-cenario-10x10-081.state, null, trainned_minds/exp01-cenario-10x10-081.state.trainned.mind, 61
./Cenarios/exp01/exp01-cenario-10x10-082.state, null, trainned_minds/exp01-cenario-10x10-082.state.trainned.mind, 149
./Cenarios/exp01/exp01-cenario-10x10-083.state, null, trainned_minds/exp01-cenario-10x10-083.state.trainned.mind, 145
./Cenarios/exp01/exp01-cenario-10x10-084.state, null, trainned_minds/exp01-cenario-10x10-084.state.trainned.mind, 101
./Cenarios/exp01/exp01-cenario-10x10-085.state, null, trainned_minds/exp01-cenario-10x10-085.state.trainned.mind, 110
./Cenarios/exp01/exp01-cenario-10x10-086.state, null, trainned_minds/exp01-cenario-10x10-086.state.trainned.mind, 121
./Cenarios/exp01/exp01-cenario-10x10-087.state, null, trainned_minds/exp01-cenario-10x10-087.state.trainned.mind, 152
./Cenarios/exp01/exp01-cenario-10x10-088.state, null, trainned_minds/exp01-cenario-10x10-088.state.trainned.mind, 185
./Cenarios/exp01/exp01-cenario-10x10-089.state, null, trainned_minds/exp01-cenario-10x10-089.state.trainned.mind, 150
./Cenarios/exp01/exp01-cenario-10x10-090.state, null, trainned_minds/exp01-cenario-10x10-090.state.trainned.mind, 105
./Cenarios/exp01/exp01-cenario-10x10-091.state, null, trainned_minds/exp01-cenario-10x10-091.state.trainned.mind, 148
./Cenarios/exp01/exp01-cenario-10x10-092.state, null, trainned_minds/exp01-cenario-10x10-092.state.trainned.mind, 125
./Cenarios/exp01/exp01-cenario-10x10-093.state, null, trainned_minds/exp01-cenario-10x10-093.state.trainned.mind, 135
./Cenarios/exp01/exp01-cenario-10x10-094.state, null, trainned_minds/exp01-cenario-10x10-094.state.trainned.mind, 191
./Cenarios/exp01/exp01-cenario-10x10-095.state, null, trainned_minds/exp01-cenario-10x10-095.state.trainned.mind, 134
./Cenarios/exp01/exp01-cenario-10x10-096.state, null, trainned_minds/exp01-cenario-10x10-096.state.trainned.mind, 119
./Cenarios/exp01/exp01-cenario-10x10-097.state, null, trainned_minds/exp01-cenario-10x10-097.state.trainned.mind, 94
./Cenarios/exp01/exp01-cenario-10x10-098.state, null, trainned_minds/exp01-cenario-10x10-098.state.trainned.mind, 245
./Cenarios/exp01/exp01-cenario-10x10-099.state, null, trainned_minds/exp01-cenario-10x10-099.state.trainned.mind, 144
./Cenarios/exp01/exp01-cenario-10x10-100.state, null, trainned_minds/exp01-cenario-10x10-100.state.trainned.mind, 208
./Cenarios/exp01/exp01-cenario-20x20-001.state, null, trainned_minds/exp01-cenario-20x20-001.state.trainned.mind, 85
./Cenarios/exp01/exp01-cenario-20x20-002.state, null, trainned_minds/exp01-cenario-20x20-002.state.trainned.mind, 173
./Cenarios/exp01/exp01-cenario-20x20-003.state, null, trainned_minds/exp01-cenario-20x20-003.state.trainned.mind, 264
./Cenarios/exp01/exp01-cenario-20x20-004.state, null, trainned_minds/exp01-cenario-20x20-004.state.trainned.mind, 205
./Cenarios/exp01/exp01-cenario-20x20-005.state, null, trainned_minds/exp01-cenario-20x20-005.state.trainned.mind, 240
./Cenarios/exp01/exp01-cenario-20x20-006.state, null, trainned_minds/exp01-cenario-20x20-006.state.trainned.mind, 195
./Cenarios/exp01/exp01-cenario-20x20-007.state, null, trainned_minds/exp01-cenario-20x20-007.state.trainned.mind, 279
./Cenarios/exp01/exp01-cenario-20x20-008.state, null, trainned_minds/exp01-cenario-20x20-008.state.trainned.mind, 290
./Cenarios/exp01/exp01-cenario-20x20-009.state, null, trainned_minds/exp01-cenario-20x20-009.state.trainned.mind, 191
./Cenarios/exp01/exp01-cenario-20x20-010.state, null, trainned_minds/exp01-cenario-20x20-010.state.trainned.mind, 176
./Cenarios/exp01/exp01-cenario-20x20-011.state, null, trainned_minds/exp01-cenario-20x20-011.state.trainned.mind, 172
./Cenarios/exp01/exp01-cenario-20x20-012.state, null, trainned_minds/exp01-cenario-20x20-012.state.trainned.mind, 114
./Cenarios/exp01/exp01-cenario-20x20-013.state, null, trainned_minds/exp01-cenario-20x20-013.state.trainned.mind, 299
./Cenarios/exp01/exp01-cenario-20x20-014.state, null, trainned_minds/exp01-cenario-20x20-014.state.trainned.mind, 209
./Cenarios/exp01/exp01-cenario-20x20-015.state, null, trainned_minds/exp01-cenario-20x20-015.state.trainned.mind, 160
./Cenarios/exp01/exp01-cenario-20x20-016.state, null, trainned_minds/exp01-cenario-20x20-016.state.trainned.mind, 198
./Cenarios/exp01/exp01-cenario-20x20-017.state, null, trainned_minds/exp01-cenario-20x20-017.state.trainned.mind, 67
./Cenarios/exp01/exp01-cenario-20x20-018.state, null, trainned_minds/exp01-cenario-20x20-018.state.trainned.mind, 326
./Cenarios/exp01/exp01-cenario-20x20-019.state, null, trainned_minds/exp01-cenario-20x20-019.state.trainned.mind, 293
./Cenarios/exp01/exp01-cenario-20x20-020.state, null, trainned_minds/exp01-cenario-20x20-020.state.trainned.mind, 212
./Cenarios/exp01/exp01-cenario-20x20-021.state, null, trainned_minds/exp01-cenario-20x20-021.state.trainned.mind, 173
./Cenarios/exp01/exp01-cenario-20x20-022.state, null, trainned_minds/exp01-cenario-20x20-022.state.trainned.mind, 274
./Cenarios/exp01/exp01-cenario-20x20-023.state, null, trainned_minds/exp01-cenario-20x20-023.state.trainned.mind, 107
./Cenarios/exp01/exp01-cenario-20x20-024.state, null, trainned_minds/exp01-cenario-20x20-024.state.trainned.mind, 141
./Cenarios/exp01/exp01-cenario-20x20-025.state, null, trainned_minds/exp01-cenario-20x20-025.state.trainned.mind, 110
./Cenarios/exp01/exp01-cenario-20x20-026.state, null, trainned_minds/exp01-cenario-20x20-026.state.trainned.mind, 184
./Cenarios/exp01/exp01-cenario-20x20-027.state, null, trainned_minds/exp01-cenario-20x20-027.state.trainned.mind, 262
./Cenarios/exp01/exp01-cenario-20x20-028.state, null, trainned_minds/exp01-cenario-20x20-028.state.trainned.mind, 281
./Cenarios/exp01/exp01-cenario-20x20-029.state, null, trainned_minds/exp01-cenario-20x20-029.state.trainned.mind, 127
./Cenarios/exp01/exp01-cenario-20x20-030.state, null, trainned_minds/exp01-cenario-20x20-030.state.trainned.mind, 108
./Cenarios/exp01/exp01-cenario-20x20-031.state, null, trainned_minds/exp01-cenario-20x20-031.state.trainned.mind, 159
./Cenarios/exp01/exp01-cenario-20x20-032.state, null, trainned_minds/exp01-cenario-20x20-032.state.trainned.mind, 243
./Cenarios/exp01/exp01-cenario-20x20-033.state, null, trainned_minds/exp01-cenario-20x20-033.state.trainned.mind, 156
./Cenarios/exp01/exp01-cenario-20x20-034.state, null, trainned_minds/exp01-cenario-20x20-034.state.trainned.mind, 146
./Cenarios/exp01/exp01-cenario-20x20-035.state, null, trainned_minds/exp01-cenario-20x20-035.state.trainned.mind, 232
./Cenarios/exp01/exp01-cenario-20x20-036.state, null, trainned_minds/exp01-cenario-20x20-036.state.trainned.mind, 169
./Cenarios/exp01/exp01-cenario-20x20-037.state, null, trainned_minds/exp01-cenario-20x20-037.state.trainned.mind, 231
./Cenarios/exp01/exp01-cenario-20x20-038.state, null, trainned_minds/exp01-cenario-20x20-038.state.trainned.mind, 230
./Cenarios/exp01/exp01-cenario-20x20-039.state, null, trainned_minds/exp01-cenario-20x20-039.state.trainned.mind, 134
./Cenarios/exp01/exp01-cenario-20x20-040.state, null, trainned_minds/exp01-cenario-20x20-040.state.trainned.mind, 166
./Cenarios/exp01/exp01-cenario-20x20-041.state, null, trainned_minds/exp01-cenario-20x20-041.state.trainned.mind, 181
./Cenarios/exp01/exp01-cenario-20x20-042.state, null, trainned_minds/exp01-cenario-20x20-042.state.trainned.mind, 243
./Cenarios/exp01/exp01-cenario-20x20-043.state, null, trainned_minds/exp01-cenario-20x20-043.state.trainned.mind, 332
./Cenarios/exp01/exp01-cenario-20x20-044.state, null, trainned_minds/exp01-cenario-20x20-044.state.trainned.mind, 158
./Cenarios/exp01/exp01-cenario-20x20-045.state, null, trainned_minds/exp01-cenario-20x20-045.state.trainned.mind, 219
./Cenarios/exp01/exp01-cenario-20x20-046.state, null, trainned_minds/exp01-cenario-20x20-046.state.trainned.mind, 210
./Cenarios/exp01/exp01-cenario-20x20-047.state, null, trainned_minds/exp01-cenario-20x20-047.state.trainned.mind, 170
./Cenarios/exp01/exp01-cenario-20x20-048.state, null, trainned_minds/exp01-cenario-20x20-048.state.trainned.mind, 165
./Cenarios/exp01/exp01-cenario-20x20-049.state, null, trainned_minds/exp01-cenario-20x20-049.state.trainned.mind, 168
./Cenarios/exp01/exp01-cenario-20x20-050.state, null, trainned_minds/exp01-cenario-20x20-050.state.trainned.mind, 295
./Cenarios/exp01/exp01-cenario-20x20-051.state, null, trainned_minds/exp01-cenario-20x20-051.state.trainned.mind, 129
./Cenarios/exp01/exp01-cenario-20x20-052.state, null, trainned_minds/exp01-cenario-20x20-052.state.trainned.mind, 259
./Cenarios/exp01/exp01-cenario-20x20-053.state, null, trainned_minds/exp01-cenario-20x20-053.state.trainned.mind, 118
./Cenarios/exp01/exp01-cenario-20x20-054.state, null, trainned_minds/exp01-cenario-20x20-054.state.trainned.mind, 260
./Cenarios/exp01/exp01-cenario-20x20-055.state, null, trainned_minds/exp01-cenario-20x20-055.state.trainned.mind, 173
./Cenarios/exp01/exp01-cenario-20x20-056.state, null, trainned_minds/exp01-cenario-20x20-056.state.trainned.mind, 133
./Cenarios/exp01/exp01-cenario-20x20-057.state, null, trainned_minds/exp01-cenario-20x20-057.state.trainned.mind, 141
./Cenarios/exp01/exp01-cenario-20x20-058.state, null, trainned_minds/exp01-cenario-20x20-058.state.trainned.mind, 117
./Cenarios/exp01/exp01-cenario-20x20-059.state, null, trainned_minds/exp01-cenario-20x20-059.state.trainned.mind, 178
./Cenarios/exp01/exp01-cenario-20x20-060.state, null, trainned_minds/exp01-cenario-20x20-060.state.trainned.mind, 170
./Cenarios/exp01/exp01-cenario-20x20-061.state, null, trainned_minds/exp01-cenario-20x20-061.state.trainned.mind, 245
./Cenarios/exp01/exp01-cenario-20x20-062.state, null, trainned_minds/exp01-cenario-20x20-062.state.trainned.mind, 197
./Cenarios/exp01/exp01-cenario-20x20-063.state, null, trainned_minds/exp01-cenario-20x20-063.state.trainned.mind, 191
./Cenarios/exp01/exp01-cenario-20x20-064.state, null, trainned_minds/exp01-cenario-20x20-064.state.trainned.mind, 226
./Cenarios/exp01/exp01-cenario-20x20-065.state, null, trainned_minds/exp01-cenario-20x20-065.state.trainned.mind, 259
./Cenarios/exp01/exp01-cenario-20x20-066.state, null, trainned_minds/exp01-cenario-20x20-066.state.trainned.mind, 228
./Cenarios/exp01/exp01-cenario-20x20-067.state, null, trainned_minds/exp01-cenario-20x20-067.state.trainned.mind, 145
./Cenarios/exp01/exp01-cenario-20x20-068.state, null, trainned_minds/exp01-cenario-20x20-068.state.trainned.mind, 253
./Cenarios/exp01/exp01-cenario-20x20-069.state, null, trainned_minds/exp01-cenario-20x20-069.state.trainned.mind, 124
./Cenarios/exp01/exp01-cenario-20x20-070.state, null, trainned_minds/exp01-cenario-20x20-070.state.trainned.mind, 206
./Cenarios/exp01/exp01-cenario-20x20-071.state, null, trainned_minds/exp01-cenario-20x20-071.state.trainned.mind, 174
./Cenarios/exp01/exp01-cenario-20x20-072.state, null, trainned_minds/exp01-cenario-20x20-072.state.trainned.mind, 75
./Cenarios/exp01/exp01-cenario-20x20-073.state, null, trainned_minds/exp01-cenario-20x20-073.state.trainned.mind, 110
./Cenarios/exp01/exp01-cenario-20x20-074.state, null, trainned_minds/exp01-cenario-20x20-074.state.trainned.mind, 286
./Cenarios/exp01/exp01-cenario-20x20-075.state, null, trainned_minds/exp01-cenario-20x20-075.state.trainned.mind, 138
./Cenarios/exp01/exp01-cenario-20x20-076.state, null, trainned_minds/exp01-cenario-20x20-076.state.trainned.mind, 301
./Cenarios/exp01/exp01-cenario-20x20-077.state, null, trainned_minds/exp01-cenario-20x20-077.state.trainned.mind, 204
./Cenarios/exp01/exp01-cenario-20x20-078.state, null, trainned_minds/exp01-cenario-20x20-078.state.trainned.mind, 261
./Cenarios/exp01/exp01-cenario-20x20-079.state, null, trainned_minds/exp01-cenario-20x20-079.state.trainned.mind, 359
./Cenarios/exp01/exp01-cenario-20x20-080.state, null, trainned_minds/exp01-cenario-20x20-080.state.trainned.mind, 212
./Cenarios/exp01/exp01-cenario-20x20-081.state, null, trainned_minds/exp01-cenario-20x20-081.state.trainned.mind, 199
./Cenarios/exp01/exp01-cenario-20x20-082.state, null, trainned_minds/exp01-cenario-20x20-082.state.trainned.mind, 228
./Cenarios/exp01/exp01-cenario-20x20-083.state, null, trainned_minds/exp01-cenario-20x20-083.state.trainned.mind, 303
./Cenarios/exp01/exp01-cenario-20x20-084.state, null, trainned_minds/exp01-cenario-20x20-084.state.trainned.mind, 206
./Cenarios/exp01/exp01-cenario-20x20-085.state, null, trainned_minds/exp01-cenario-20x20-085.state.trainned.mind, 276
./Cenarios/exp01/exp01-cenario-20x20-086.state, null, trainned_minds/exp01-cenario-20x20-086.state.trainned.mind, 297
./Cenarios/exp01/exp01-cenario-20x20-087.state, null, trainned_minds/exp01-cenario-20x20-087.state.trainned.mind, 89
./Cenarios/exp01/exp01-cenario-20x20-088.state, null, trainned_minds/exp01-cenario-20x20-088.state.trainned.mind, 257
./Cenarios/exp01/exp01-cenario-20x20-089.state, null, trainned_minds/exp01-cenario-20x20-089.state.trainned.mind, 116
./Cenarios/exp01/exp01-cenario-20x20-090.state, null, trainned_minds/exp01-cenario-20x20-090.state.trainned.mind, 285
./Cenarios/exp01/exp01-cenario-20x20-091.state, null, trainned_minds/exp01-cenario-20x20-091.state.trainned.mind, 224
./Cenarios/exp01/exp01-cenario-20x20-092.state, null, trainned_minds/exp01-cenario-20x20-092.state.trainned.mind, 156
./Cenarios/exp01/exp01-cenario-20x20-093.state, null, trainned_minds/exp01-cenario-20x20-093.state.trainned.mind, 152
./Cenarios/exp01/exp01-cenario-20x20-094.state, null, trainned_minds/exp01-cenario-20x20-094.state.trainned.mind, 238
./Cenarios/exp01/exp01-cenario-20x20-095.state, null, trainned_minds/exp01-cenario-20x20-095.state.trainned.mind, 132
./Cenarios/exp01/exp01-cenario-20x20-096.state, null, trainned_minds/exp01-cenario-20x20-096.state.trainned.mind, 158
./Cenarios/exp01/exp01-cenario-20x20-097.state, null, trainned_minds/exp01-cenario-20x20-097.state.trainned.mind, 90
./Cenarios/exp01/exp01-cenario-20x20-098.state, null, trainned_minds/exp01-cenario-20x20-098.state.trainned.mind, 174
./Cenarios/exp01/exp01-cenario-20x20-099.state, null, trainned_minds/exp01-cenario-20x20-099.state.trainned.mind, 90
./Cenarios/exp01/exp01-cenario-20x20-100.state, null, trainned_minds/exp01-cenario-20x20-100.state.trainned.mind, 156
./Cenarios/exp01/exp01-cenario-50x50-001.state, null, trainned_minds/exp01-cenario-50x50-001.state.trainned.mind, 233
./Cenarios/exp01/exp01-cenario-50x50-002.state, null, trainned_minds/exp01-cenario-50x50-002.state.trainned.mind, 394
./Cenarios/exp01/exp01-cenario-50x50-003.state, null, trainned_minds/exp01-cenario-50x50-003.state.trainned.mind, 238
./Cenarios/exp01/exp01-cenario-50x50-004.state, null, trainned_minds/exp01-cenario-50x50-004.state.trainned.mind, 330
./Cenarios/exp01/exp01-cenario-50x50-005.state, null, trainned_minds/exp01-cenario-50x50-005.state.trainned.mind, 517
./Cenarios/exp01/exp01-cenario-50x50-006.state, null, trainned_minds/exp01-cenario-50x50-006.state.trainned.mind, 269
./Cenarios/exp01/exp01-cenario-50x50-007.state, null, trainned_minds/exp01-cenario-50x50-007.state.trainned.mind, 357
./Cenarios/exp01/exp01-cenario-50x50-008.state, null, trainned_minds/exp01-cenario-50x50-008.state.trainned.mind, 395
./Cenarios/exp01/exp01-cenario-50x50-009.state, null, trainned_minds/exp01-cenario-50x50-009.state.trainned.mind, 266
./Cenarios/exp01/exp01-cenario-50x50-010.state, null, trainned_minds/exp01-cenario-50x50-010.state.trainned.mind, 449
./Cenarios/exp01/exp01-cenario-50x50-011.state, null, trainned_minds/exp01-cenario-50x50-011.state.trainned.mind, 517
./Cenarios/exp01/exp01-cenario-50x50-012.state, null, trainned_minds/exp01-cenario-50x50-012.state.trainned.mind, 439
./Cenarios/exp01/exp01-cenario-50x50-013.state, null, trainned_minds/exp01-cenario-50x50-013.state.trainned.mind, 372
./Cenarios/exp01/exp01-cenario-50x50-014.state, null, trainned_minds/exp01-cenario-50x50-014.state.trainned.mind, 320
./Cenarios/exp01/exp01-cenario-50x50-015.state, null, trainned_minds/exp01-cenario-50x50-015.state.trainned.mind, 331
./Cenarios/exp01/exp01-cenario-50x50-016.state, null, trainned_minds/exp01-cenario-50x50-016.state.trainned.mind, 220
./Cenarios/exp01/exp01-cenario-50x50-017.state, null, trainned_minds/exp01-cenario-50x50-017.state.trainned.mind, 530
./Cenarios/exp01/exp01-cenario-50x50-018.state, null, trainned_minds/exp01-cenario-50x50-018.state.trainned.mind, 412
./Cenarios/exp01/exp01-cenario-50x50-019.state, null, trainned_minds/exp01-cenario-50x50-019.state.trainned.mind, 182
./Cenarios/exp01/exp01-cenario-50x50-020.state, null, trainned_minds/exp01-cenario-50x50-020.state.trainned.mind, 388
./Cenarios/exp01/exp01-cenario-50x50-021.state, null, trainned_minds/exp01-cenario-50x50-021.state.trainned.mind, 523
./Cenarios/exp01/exp01-cenario-50x50-022.state, null, trainned_minds/exp01-cenario-50x50-022.state.trainned.mind, 498
./Cenarios/exp01/exp01-cenario-50x50-023.state, null, trainned_minds/exp01-cenario-50x50-023.state.trainned.mind, 402
./Cenarios/exp01/exp01-cenario-50x50-024.state, null, trainned_minds/exp01-cenario-50x50-024.state.trainned.mind, 268
./Cenarios/exp01/exp01-cenario-50x50-025.state, null, trainned_minds/exp01-cenario-50x50-025.state.trainned.mind, 396
